Content,Tweet,text,compound,polarity
erstruktur,"['asn', 'wajib', 'netral', 'milu', '2024pemilu2024sesuaitahapantolakpenundaanpemiluantipolitikidentitastolakpolitikmasjidpemilu2024pilpres2024capres2024kpubawasluindonesiamaju']",asn wajib netral milu 2024pemilu2024sesuaitahapantolakpenundaanpemiluantipolitikidentitastolakpolitikmasjidpemilu2024pilpres2024capres2024kpubawasluindonesiamaju,-2,negative
jadi opeles emilu nya bisa urdil,"['milu', '2024', 'hak', 'wajib', 'warga', 'negarapemilu', '2024sesuaitahapantolakpenundaanpemiluantipolitikidentitastolakpolitikmasjidpemilu2024pilpres2024capres2024kpubawasluindonesiamaju']",milu 2024 hak wajib warga negarapemilu 2024sesuaitahapantolakpenundaanpemiluantipolitikidentitastolakpolitikmasjidpemilu2024pilpres2024capres2024kpubawasluindonesiamaju,-2,negative
ððâ?oralless,"['temanpemilih', 'ba', 'ubah', 'dps', 'tingkat', 'kab', 'demak', 'milu', '2024kpumelayanipemiluserentak2024ppsbolo2024']",temanpemilih ba ubah dps tingkat kab demak milu 2024kpumelayanipemiluserentak2024ppsbolo2024,1,positive
bagaimana tanggapan temen,"['tito', 'karnavian', 'jokowi', 'tekan', 'pj', 'kepala', 'daerah', 'netral', 'milu', '2024tidakadapenundaanpemilu', 'milu', '2024tepatwaktu', 'pemilukondusifresign', 'calvin', 'klein', 'coldplay', 'premier', 'league', 'na', 'pd', 'udah', '11', 'barbie', 'exol', 'viagra', 'hobi', 'jungkook', 'baeksang', 'som', 'jennie']",tito karnavian jokowi tekan pj kepala daerah netral milu 2024tidakadapenundaanpemilu milu 2024tepatwaktu pemilukondusifresign calvin klein coldplay premier league na pd udah 11 barbie exol viagra hobi jungkook baeksang som jennie,-2,negative
komen di bawah,"['jelang', 'milu', '2024', 'pengaruh', 'hoakspemilu', '2024sesuaitahapantolakpenundaanpemiluantipolitikidentitastolakpolitikmasjid', 'resign', 'calvin', 'klein', 'coldplay', 'premier', 'league', 'na', 'pd', 'udah', '11', 'barbie', 'exol', 'viagra', 'hobi', 'jungkook', 'baeksang', 'som', 'jennie']",jelang milu 2024 pengaruh hoakspemilu 2024sesuaitahapantolakpenundaanpemiluantipolitikidentitastolakpolitikmasjid resign calvin klein coldplay premier league na pd udah 11 barbie exol viagra hobi jungkook baeksang som jennie,4,positive
tur gak masuk akal cok mosok wong selingkuh  comment e ngono selingkuh opo hubungane ro pemilu  asu,"['kpu', 'bawaslu', 'partai', 'politik', 'suara', 'gera', 'rakyat', 'antisipasi', 'timbul', 'ganggu', 'masyarakat', 'jelang', 'milu', '2024', 'mari', 'aktif', 'jaga', 'situasi', 'kondusif', 'lancar', 'milu', '2024pemilu2024sesuaitahapan']",kpu bawaslu partai politik suara gera rakyat antisipasi timbul ganggu masyarakat jelang milu 2024 mari aktif jaga situasi kondusif lancar milu 2024pemilu2024sesuaitahapan,1,positive
au gubernurdppresiden sekalipun jika sikapampkeputusanya tergantung pada ketua partai lebih baik jangan di pilih  untuk jadi presiden di pemilu krna kacung tetaplah kacung,"['bupati', 'pulau', 'meranti', 'adil', 'korupsi', 'rp', '261', 'miliar', 'modal', 'nyagub', 'milu', '2024']",bupati pulau meranti adil korupsi rp 261 miliar modal nyagub milu 2024,-4,negative
imtek laporan pertanggungjawban keuangan dana tahapan pemilu,"['informasi', 'awas', 'milu', '2024', 'bawaslu', 'jawa', 'tengah']",informasi awas milu 2024 bawaslu jawa tengah,2,positive
akarta  artai erkarya mengugat omisi emilihan mum  ke engadilan egeri  akarta usat ugatan itu dibuat lantaran artai erkarya tak lolos sebagai peserta emilu,"['bambang', 'sutopo', 'maju', 'milu', '2024', 'depok']",bambang sutopo maju milu 2024 depok,0,neutral
ext,"['sukses', 'milu', 'tanggung', 'sukses', 'milu', '2024', 'politik', 'identitas', 'politikidentitaspemilujujurmoneypolitik']",sukses milu tanggung sukses milu 2024 politik identitas politikidentitaspemilujujurmoneypolitik,3,positive
a cuman jd king maker spt uryaaloh,"['live', 'dialog', 'topik', 'wujud', 'penyelneggara', 'milu', '2024', 'profesional', 'berintegrasselengkapnya', 'dengar', '888fm', 'rriplaygo', 'rrinetspic']",live dialog topik wujud penyelneggara milu 2024 profesional berintegrasselengkapnya dengar 888fm rriplaygo rrinetspic,5,positive
ohon di tindak akun penyebar fitnah hoax kabar bohong n isu menyesatkan emilu  dr akun,"['yuk', 'sukses', 'helat', 'milu', '2024', 'mendatangpolitikidentitaspemilujujurmoneypolitik']",yuk sukses helat milu 2024 mendatangpolitikidentitaspemilujujurmoneypolitik,7,positive
ohon atensi ini menimbulkan keresahan masyarakat,"['temanpemilih', 'waktu', 'kpu', 'provinsi', 'jawa', 'tengah', 'gelar', 'giat', 'sosialisasi', 'milu', '2024', 'panti', 'wredha', 'ayom', 'semarang', 'sih', 'giat', 'tonton', 'cuplik', 'video']",temanpemilih waktu kpu provinsi jawa tengah gelar giat sosialisasi milu 2024 panti wredha ayom semarang sih giat tonton cuplik video,2,positive
emokrasi kitarakyat sudah cerdas dan mengerti apa itu poleksosbudmaka pemilu  akan lebih tepat memilih,"['bupati', 'meranti', 'terima', 'uang', 'rp', '261', 'miliar', 'kpk', 'dana', 'modal', 'maju', 'milu', '2024']",bupati meranti terima uang rp 261 miliar kpk dana modal maju milu 2024,5,positive
ugas asyarakat di emilu  adalah engawasi enyelenggara emilu,"['kib', 'gagas', 'partai', 'golkar', 'pan', 'ppp', 'ajak', 'partai', 'politik', 'pdi', 'juang', 'pkb', 'gerindra', 'gabung', 'koalisi', 'bangsa']",kib gagas partai golkar pan ppp ajak partai politik pdi juang pkb gerindra gabung koalisi bangsa,-5,negative
alau mau emilu menghasilkan emimpin amp akil akyat tanpa kongkalikong di emilu,"['jelang', 'milu', '2024', 'parpol', 'ramairamai', 'rekrut', 'artis', 'daftar', 'caleg', 'anggap', 'dulang', 'suara', 'nggak', 'efektif', 'baru']",jelang milu 2024 parpol ramairamai rekrut artis daftar caleg anggap dulang suara nggak efektif baru,7,positive
oni etiyawansaya yakin bersama petani  propinsi bisa sukses di pemilu wa dukungan,"['robert', 'kennedy', 'umum', 'calon', 'gedung', 'putih', 'milu', '2024merahputihcom', 'calon', 'gedungputih', 'milu']",robert kennedy umum calon gedung putih milu 2024merahputihcom calon gedungputih milu,-3,negative
akyat harus bersatu untuk sebuah perubahan kawal pemilu  jika kecolongan maka negri ini akan sprti neraka bagi rakyat kecil,"['perempuan', 'libat', 'politik', 'indonesia', 'stagnan', 'turun', 'partisipasi', 'wilayah', 'semenjak', 'milu', '1999', 'anggota', 'dpperempuan', 'capai', 'angka', '30', 'sebab', 'analisisdata']",perempuan libat politik indonesia stagnan turun partisipasi wilayah semenjak milu 1999 anggota dpperempuan capai angka 30 sebab analisisdata,-5,negative
aya ingatkan publik,"['sudirman', 'said', 'harap', 'presiden', 'jokowi', 'netral', 'milu', '2024', 'sby', '2014']",sudirman said harap presiden jokowi netral milu 2024 sby 2014,3,positive
aat melantik etua   dari im emenangan,"['direktur', 'ppi', 'adi', 'prayitno', 'nilai', 'partai', 'karya', 'ikutikutan', 'partai', 'prima', 'gugat', 'pn', 'jakpus', 'milu', '2024', 'tunda']",direktur ppi adi prayitno nilai partai karya ikutikutan partai prima gugat pn jakpus milu 2024 tunda,17,positive
ugas asyarakat ktif dalam emilu  adalah,"['perrpu', 'milu', '2024', 'sah', 'undang', 'undangtidakadapenundaanpemilu', 'milu', '2024tepatwaktu', 'pemilukondusif']",perrpu milu 2024 sah undang undangtidakadapenundaanpemilu milu 2024tepatwaktu pemilukondusif,2,positive
engawasi enyelenggara emilu,"['informasi', 'awas', 'milu', '2024']",informasi awas milu 2024,0,neutral
iapa tau dikabulkan ð­ðð?ð,"['rapat', 'pleno', 'buka', 'kpu', 'kabupaten', 'banjarnegara', 'tetap', 'dps', 'milu', '2024', '797755', 'pilih', 'perinci', 'pilih', 'lakilaki', '404453', 'pilih', 'perempuan', '393302', 'mungut', 'suara', 'tps', '3225', 'lokasi']",rapat pleno buka kpu kabupaten banjarnegara tetap dps milu 2024 797755 pilih perinci pilih lakilaki 404453 pilih perempuan 393302 mungut suara tps 3225 lokasi,-6,negative
aya satuju ini angan sampai kita olput yang asionalis alau pun nanti pemilu  sampai dua putaran inimal yang asionalis bisa lolos semua inggal pilih dech mana yg lo suka di antara mereka,"['hhhbawaslu', 'geblohhhjadi', 'ragu', 'ni', 'milu', '2024', 'bsa', 'jujur', 'pa', 'enggk', 'yaatw', 'nnti', 'jalan', 'kardusa', 'gembok', 'tukar', 'kppsa', 'bunuh', 'lgi']",hhhbawaslu geblohhhjadi ragu ni milu 2024 bsa jujur pa enggk yaatw nnti jalan kardusa gembok tukar kppsa bunuh lgi,-12,negative
adikan bawaslu,"['ayookita', 'sukseskanpemilu', '2024dengan', 'aman', 'damai', 'sejukpemilupemiludamaipemilu', '2024kapolripolisipolisiindonesiapolisirepublikindonesiapolripolripresisipoldalampunghumaspoldalampunglampungpolresmetropolresmetrolampungpolresmetropoldalampung']",ayookita sukseskanpemilu 2024dengan aman damai sejukpemilupemiludamaipemilu 2024kapolripolisipolisiindonesiapolisirepublikindonesiapolripolripresisipoldalampunghumaspoldalampunglampungpolresmetropolresmetrolampungpolresmetropoldalampung,0,neutral
n sebagai alat pengatur main curang dlm pemilu,"['sosialissi', 'milu', '2024', 'posyandu', 'desa', 'kedungmutih', 'april']",sosialissi milu 2024 posyandu desa kedungmutih april,0,neutral
bisa menang emilu  periode jug pake ara ini kok,"['temanpemilih', 'rekapitulasi', 'daftar', 'pilih', 'dps', 'milu', '2024', 'kota', 'probolinggo', 'kpu', 'kpuri', 'kpumelayani', 'milu', '2024', 'pemiluserentak', '2024']",temanpemilih rekapitulasi daftar pilih dps milu 2024 kota probolinggo kpu kpuri kpumelayani milu 2024 pemiluserentak 2024,-5,negative
alau bukan dg cara ini,"['rekapitulasi', 'terap', 'daftar', 'pilih', 'dps', 'milu', '2024', 'rabu', '54', 'kumhamkalselfaisolalililisyuaningsihfaisolalilpp', 'martapura', 'lil', 'yuaningsih']",rekapitulasi terap daftar pilih dps milu 2024 rabu 54 kumhamkalselfaisolalililisyuaningsihfaisolalilpp martapura lil yuaningsih,-4,negative
mang ada cara lain yg bisa menggelembung kan suara di emilu,"['lpp', 'martapura', 'hadir', 'rapat', 'pleno', 'buka', 'rekapitulasi', 'terap', 'dps', 'milu', '2024kumhamkalselfaisolalililisyuaningsihfaisolalilpp', 'martapura', 'lil', 'yuaningsih']",lpp martapura hadir rapat pleno buka rekapitulasi terap dps milu 2024kumhamkalselfaisolalililisyuaningsihfaisolalilpp martapura lil yuaningsih,-3,negative
lega rasanya masih ada  yg waras akan menjadi pilihan terbaik bagiku di pemilu,"['golput', 'kawan', '2', 'calon', 'rusak', 'pilih', 'rusak', 'doa', 'moga', 'milu', '2024', 'kpu', 'sdh', 'takut', 'tuhan']",golput kawan 2 calon rusak pilih rusak doa moga milu 2024 kpu sdh takut tuhan,-3,negative
erindo ulteng elar apat onsolidasi emenangan emilu,"['erickthohirnews', 'amat', 'juang', 'erick', 'thohir', 'lobi', 'fifa', 'pengaruh', 'elektabilitas', 'jelang', 'milu', '2024', 'bangkitbersamaet']",erickthohirnews amat juang erick thohir lobi fifa pengaruh elektabilitas jelang milu 2024 bangkitbersamaet,8,positive
trategi acebook awan isinformasi elang emilu,"['rapat', 'jaring', 'nasionalkemenangan', 'anis', 'baswedan', 'milu', '2024akal', 'sehat', 'kembali', 'harmoni', 'pertiwi', 'sejati', 'adil', 'amp', 'jujur', 'sejahtera', 'umum', 'amp', 'daulat', 'indonesia', 'bangsa', 'merdeka', 'politik', 'benar']",rapat jaring nasionalkemenangan anis baswedan milu 2024akal sehat kembali harmoni pertiwi sejati adil amp jujur sejahtera umum amp daulat indonesia bangsa merdeka politik benar,13,positive
was aspadalahkutu loncat politikus busuk  partai koalisi   yg pro oligarki aseng mau betgabung  cari selamat di pemilu,"['kakatemanpemilih', 'yuk', 'pasti', 'kaka', 'su', 'daftar', 'daftar', 'pilih', 'milu', '2024', 'cek', 'dpt', 'online', 'laman', 'pasti', 'kaka', 'su', 'cek', 'yaaakpumelayanipemiluserentak', '2024']",kakatemanpemilih yuk pasti kaka su daftar daftar pilih milu 2024 cek dpt online laman pasti kaka su cek yaaakpumelayanipemiluserentak 2024,-4,negative
aruhan partai politik yang menang pemilu,"['juang', 'lekang', 'waktu', 'ketua', 'dpd', 'psi', 'kota', 'bekas', 'sis', 'ketua', 'bapilu', 'sis', 'elisa', 'wanita', 'hebat', 'pikir', 'strategi', 'tengah', 'malam', 'bawa', 'psi', 'kota', 'bekas', 'senayan', 'milu', '2024']",juang lekang waktu ketua dpd psi kota bekas sis ketua bapilu sis elisa wanita hebat pikir strategi tengah malam bawa psi kota bekas senayan milu 2024,-2,negative
ayo bahas pemilu,"['songsong', 'milu', '2024', 'pks', 'sukoharjo', 'siap', 'strategi', 'sukoharjo', 'sukoharjomakmur', 'beritasukoharjo']",songsong milu 2024 pks sukoharjo siap strategi sukoharjo sukoharjomakmur beritasukoharjo,-1,negative
cakimi,"['upaya', 'antisipasi', 'kembang', 'hambat', 'milu', '2024pemilu2024sesuaitahapantolakpenundaanpemiluantipolitikidentitastolakpolitikmasjidpemilu2024pilpres2024capres2024kpubawasluindonesiamaju']",upaya antisipasi kembang hambat milu 2024pemilu2024sesuaitahapantolakpenundaanpemiluantipolitikidentitastolakpolitikmasjidpemilu2024pilpres2024capres2024kpubawasluindonesiamaju,-2,negative
halimiskandarnu,"['ancam', 'milu', '2024', 'hidup', 'politik', 'bangsa', 'milu', '2024sesuaitahapantolakpenundaanpemiluantipolitikidentitastolakpolitikmasjidpemilu2024pilpres2024capres2024kpubawasluindonesiamaju']",ancam milu 2024 hidup politik bangsa milu 2024sesuaitahapantolakpenundaanpemiluantipolitikidentitastolakpolitikmasjidpemilu2024pilpres2024capres2024kpubawasluindonesiamaju,-7,negative
yusradaridesa,"['rabu', '5', 'april', '2023ppk', 'senapelan', 'hadir', 'rapat', 'pleno', 'buka', 'rekapitulasi', 'tetap', 'dps', 'tingkat', 'kota', 'pekanbaru', 'milu', '2024']",rabu 5 april 2023ppk senapelan hadir rapat pleno buka rekapitulasi tetap dps tingkat kota pekanbaru milu 2024,0,neutral
agusuhaimin,"['kpu', 'loteng', 'tetap', '778637', 'dps', 'milu', '2024']",kpu loteng tetap 778637 dps milu 2024,3,positive
ba,"['yuk', 'sukses', 'milu', '2024']",yuk sukses milu 2024,7,positive
ukoyoasekpro,"['survei', 'arci', 'elektabilitas', 'hendy', 'siswanto', 'gus', 'fawait', 'salah', 'satu', 'tingkat', 'puas', 'publik', 'layan', 'publik', 'rendah']",survei arci elektabilitas hendy siswanto gus fawait salah satu tingkat puas publik layan publik rendah,-3,negative
rigaderwan,"['ketua', 'bawaslu', 'kota', 'padang', 'dorri', 'putra', 'ubah', 'baru', 'daerah', 'pilih', 'alias', 'dapil', 'milu', '2024', 'kota', 'padang', 'sumatera', 'barat', 'sumbar']",ketua bawaslu kota padang dorri putra ubah baru daerah pilih alias dapil milu 2024 kota padang sumatera barat sumbar,-4,negative
ursyidan,"['personil', 'satgas', 'lidik', 'ops', 'bina', 'kusuma', 'agung', '2023', 'laksana', 'koordinasi', 'ketua', 'kpu', 'karangasem', 'sekretariat', 'partai', 'politik', 'ecek', 'harga', 'stok', 'beras', 'pasar', 'dukung', 'kamtibmas', 'jelang', 'milu', '2024']",personil satgas lidik ops bina kusuma agung 2023 laksana koordinasi ketua kpu karangasem sekretariat partai politik ecek harga stok beras pasar dukung kamtibmas jelang milu 2024,11,positive
sistem pertahanan otomatis manusia adalah membela diri atau menyelamatkan diri artinya ganjar sedang merasa terancam dan artinya dia ngarep jadi capres di pemilu,"['konsisten', 'ngusung', 'konsisten', 'tegak', 'toleransi', 'negeri', 'hak', 'suara', 'coblos', 'psi', 'milu', '2024', 'nantitapi', 'pilih', 'caleg', 'partai', 'mana', 'capresnya']",konsisten ngusung konsisten tegak toleransi negeri hak suara coblos psi milu 2024 nantitapi pilih caleg partai mana capresnya,-1,negative
ika kasus ini benar justru dia akan dipertahankan mati matian oleh para pemilik kepentingan di emilu  argainingnya menangkan partai dan aleg atau kasus ini dibongkar olitik sanderað,"['sukses', 'laksana', 'milu', '2024', 'dar', 'tanggung', 'komisi', 'independen', 'pilih', 'perintah', 'lai', 'tanggung', 'bersamapolitikidentitaspemilujujurmoneypolitik']",sukses laksana milu 2024 dar tanggung komisi independen pilih perintah lai tanggung bersamapolitikidentitaspemilujujurmoneypolitik,0,neutral
pukul    ukimak eritanya pada tautan berikut,"['top', 'news', 'koran', 'rakyat', 'merdekaanggota', 'kpu', 'august', 'mellaz', 'milu', '2024', 'on', 'the', 'track']",top news koran rakyat merdekaanggota kpu august mellaz milu 2024 on the track,5,positive
enjelang pemilu  sk ada haos yg dibikin bikin untuk ambisi ditunda ya pemilu,"['bawaslunya', 'gitu', 'kpunya', 'sm', 'wanita', 'emas', 'ketua', 'mk', 'adek', 'ipar', 'kpk', 'ngebet', 'maksa', 'kasusin', 'formula', 'ejd', 'udah', 'tau', 'hasil', 'milu', '2024', 'nnt']",bawaslunya gitu kpunya sm wanita emas ketua mk adek ipar kpk ngebet maksa kasusin formula ejd udah tau hasil milu 2024 nnt,-6,negative
enjelasan mengenai dapildapil di abupaten ekasi pada emilu  nanti,"['bawaslu', 'kota', 'padang', 'sosialisasi', 'dapil', 'padang', 'milu', '2024']",bawaslu kota padang sosialisasi dapil padang milu 2024,-1,negative
emilu  ipastikan uan erjalan esuai adwal  ebruari  erkiraannya  iputan nline ndonesia,"['sudirman', 'said', 'harap', 'presiden', 'jokowi', 'netral', 'milu', '2024', 'sby', 'di2014']",sudirman said harap presiden jokowi netral milu 2024 sby di2014,3,positive
alam pengarahannya etua awaslu  aidatul ma menyampaikan supaya melakukan pengawasan secara benar sesuai dengan peraturan yg berlaku anwascam melakukan pengawasan bukan semata untuk mencari kesalahan tapi untuk samasama mengawal daftar pemilih dan mensukseskan emilu,"['dps', 'kabupaten', 'magelang', '1011221', '8', 'tps', 'milu', '2024']",dps kabupaten magelang 1011221 8 tps milu 2024,0,neutral
menjelang pemilu  akun akun buzzer mulai sliweran di timeline,"['komisi', 'pilih', 'umum', 'kpu', 'kabupaten', 'bantul', 'daerah', 'istimewa', 'yogyakarta', 'diy', '17', 'mungut', 'suara', 'tps', 'milu', '2024', 'tps', 'tuju', 'kpu', 'pusatkpu', 'bantul', 'yogyakarta', 'milu', '2024']",komisi pilih umum kpu kabupaten bantul daerah istimewa yogyakarta diy 17 mungut suara tps milu 2024 tps tuju kpu pusatkpu bantul yogyakarta milu 2024,0,neutral
ak mau cebonganâ¼ï¸?,"['harap', 'kualitas', 'milu', '2024', 'dgn', 'ketua', 'bawaslu', 'ketua', 'kpu']",harap kualitas milu 2024 dgn ketua bawaslu ketua kpu,4,positive
ari  kpd warga,"['temanpemilihrabu', '05', 'april', '2023', 'komisi', 'pilih', 'umum', 'kabupaten', 'pulau', 'tanimbar', 'laksana', 'rapat', 'pleno', 'buka', 'rekapitulasi', 'daftar', 'pilih', 'hasil', 'mutakhir', 'tetap', 'daftar', 'pilih', 'milu', '2024', 'kpumelayani', 'pemiluserentak', '2024', 'latepost']",temanpemilihrabu 05 april 2023 komisi pilih umum kabupaten pulau tanimbar laksana rapat pleno buka rekapitulasi daftar pilih hasil mutakhir tetap daftar pilih milu 2024 kpumelayani pemiluserentak 2024 latepost,2,positive
emilu   pilih apres yg menawarkan blueprint  ruang gerak  amp berefek  prilaku,"['partai', 'politik', 'gen', 'aset', 'bahan', 'rebut', '2022', 'pdip', 'duduk', 'puncak', 'suara', 'milik', 'suara', 'gen', 'tinggi', 'oktober', '2022', 'pdip', 'kuasa', '19', 'suara']",partai politik gen aset bahan rebut 2022 pdip duduk puncak suara milik suara gen tinggi oktober 2022 pdip kuasa 19 suara,-1,negative
orupsi     erkeadilan,"['kuat', 'tokoh', 'lintas', 'agama', 'cegah', 'politisasi', 'sara', 'jelang', 'milu', '2024', 'baliexpress']",kuat tokoh lintas agama cegah politisasi sara jelang milu 2024 baliexpress,-4,negative
iantaranya anjar tidak konsekuen karena sebelumnya telah setuju saat ndonesia mengajukan bidding menjadi host iala unia  edua penolakan anjar lebih bermuatan politik elektoral menghadapi emilu,"['sungguh', 'jadi', 'filipina', 'ulang', 'pas', 'milu', '2024', 'tololtolol', 'gin', 'guna', 'tiktok']",sungguh jadi filipina ulang pas milu 2024 tololtolol gin guna tiktok,6,positive
